optimizer,job,experiment_name,tag,newton_lr,ridge,precond_clip,iter,epoch,train_loss,val_loss,val_pp,val_acc,iter_dt,lr
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1000,0.103,4.567,4.504,90.377,0.296712,0.656,0.00236
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1050,0.108,4.596,,,,0.661,0.00219
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1100,0.113,4.114,,,,0.651,0.00202
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1150,0.118,4.392,,,,0.655,0.00184
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1200,0.124,4.338,4.343,76.922,0.312925,0.652,0.00167
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1250,0.129,4.14,,,,0.648,0.0015
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1300,0.134,4.387,,,,0.658,0.00134
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1350,0.139,4.419,,,,0.652,0.00118
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1400,0.144,4.189,4.221,68.111,0.325457,0.651,0.00103
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1450,0.149,4.266,,,,0.651,0.000881
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1500,0.155,4.154,,,,0.652,0.000745
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1550,0.16,4.092,,,,0.662,0.000617
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1600,0.165,3.998,4.145,63.095,0.333491,0.747,0.000501
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1650,0.17,4.241,,,,0.657,0.000396
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1700,0.175,4.129,,,,0.651,0.000304
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1750,0.18,4.322,,,,0.66,0.000224
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1800,0.186,4.255,4.107,60.738,0.337596,0.644,0.000158
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1850,0.191,4.057,,,,0.659,0.000107
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1900,0.196,4.101,,,,0.654,6.95e-05
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,1950,0.201,4.128,,,,0.657,4.72e-05
newton-muon-stable,2980785_1,gpt_nmstab_2980788_1_lr0p004_ridge0p5_clip3,lr0p004_ridge0p5_clip3,0.004,0.5,3.0,2000,0.206,4.206,4.097,60.169,0.337765,0.651,4e-05
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,0,0.0,,10.919,55212.447,8.6e-05,,
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,50,0.005,9.371,,,,0.557,0.000625
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,100,0.01,6.749,,,,0.558,0.00204
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,150,0.015,6.075,,,,0.557,0.00344
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,200,0.021,6.034,5.893,362.564,0.194572,0.558,0.004
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,250,0.026,5.776,,,,0.557,0.00399
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,300,0.031,5.583,,,,0.558,0.00397
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,350,0.036,5.525,,,,0.558,0.00393
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,400,0.041,5.264,5.34,208.594,0.232524,0.559,0.00388
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,450,0.046,5.107,,,,0.558,0.00381
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,500,0.051,5.039,,,,0.558,0.00373
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,550,0.057,5.027,,,,0.552,0.00364
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,600,0.062,5.047,4.958,142.309,0.262113,0.559,0.00353
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,650,0.067,4.953,,,,0.558,0.00342
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,700,0.072,4.593,,,,0.557,0.00329
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,750,0.077,4.755,,,,0.558,0.00315
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,800,0.082,4.659,4.691,108.911,0.282117,0.644,0.00301
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,850,0.088,4.507,,,,0.558,0.00285
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,900,0.093,4.711,,,,0.558,0.00269
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,950,0.098,4.691,,,,0.557,0.00253
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1000,0.103,4.555,4.485,88.678,0.299306,0.558,0.00236
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1050,0.108,4.577,,,,0.557,0.00219
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1100,0.113,4.076,,,,0.558,0.00202
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1150,0.118,4.365,,,,0.558,0.00184
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1200,0.124,4.313,4.316,74.869,0.316569,0.558,0.00167
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1250,0.129,4.125,,,,0.558,0.0015
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1300,0.134,4.363,,,,0.557,0.00134
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1350,0.139,4.394,,,,0.558,0.00118
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1400,0.144,4.168,4.201,66.76,0.328092,0.557,0.00103
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1450,0.149,4.236,,,,0.558,0.000881
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1500,0.155,4.137,,,,0.558,0.000745
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1550,0.16,4.074,,,,0.559,0.000617
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1600,0.165,3.985,4.126,61.955,0.335373,0.644,0.000501
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1650,0.17,4.221,,,,0.558,0.000396
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1700,0.175,4.115,,,,0.558,0.000304
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1750,0.18,4.301,,,,0.558,0.000224
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1800,0.186,4.233,4.09,59.734,0.339996,0.554,0.000158
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1850,0.191,4.038,,,,0.557,0.000107
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1900,0.196,4.09,,,,0.557,6.95e-05
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,1950,0.201,4.12,,,,0.557,4.72e-05
newton-muon-stable,2980785_2,gpt_nmstab_2980785_2_lr0p004_ridge1p0_clip3,lr0p004_ridge1p0_clip3,0.004,1.0,3.0,2000,0.206,4.191,4.08,59.15,0.340409,0.559,4e-05
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,0,0.0,,10.919,55212.447,8.6e-05,,
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,50,0.005,9.274,,,,0.611,0.000782
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,100,0.01,6.718,,,,0.61,0.00254
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,150,0.015,6.065,,,,0.611,0.0043
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,200,0.021,6.028,5.884,359.417,0.195966,0.613,0.005
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,250,0.026,5.767,,,,0.611,0.00499
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,300,0.031,5.573,,,,0.611,0.00496
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,350,0.036,5.506,,,,0.611,0.00491
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,400,0.041,5.231,5.311,202.571,0.236031,0.611,0.00485
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,450,0.046,5.078,,,,0.611,0.00477
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,500,0.051,5.011,,,,0.611,0.00467
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,550,0.057,4.989,,,,0.61,0.00455
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,600,0.062,5.008,4.921,137.091,0.264913,0.605,0.00442
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,650,0.067,4.921,,,,0.61,0.00427
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,700,0.072,4.554,,,,0.61,0.00411
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,750,0.077,4.716,,,,0.611,0.00394
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,800,0.082,4.632,4.658,105.453,0.286006,0.687,0.00376
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,850,0.088,4.488,,,,0.611,0.00357
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,900,0.093,4.68,,,,0.611,0.00337
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,950,0.098,4.667,,,,0.611,0.00316
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1000,0.103,4.515,4.454,85.946,0.304278,0.612,0.00295
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1050,0.108,4.534,,,,0.61,0.00274
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1100,0.113,4.026,,,,0.605,0.00252
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1150,0.118,4.325,,,,0.613,0.0023
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1200,0.124,4.29,4.283,72.485,0.321208,0.611,0.00209
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1250,0.129,4.091,,,,0.611,0.00188
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1300,0.134,4.33,,,,0.611,0.00167
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1350,0.139,4.37,,,,0.613,0.00148
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1400,0.144,4.151,4.168,64.611,0.331805,0.611,0.00128
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1450,0.149,4.212,,,,0.612,0.0011
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1500,0.155,4.109,,,,0.61,0.000931
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1550,0.16,4.045,,,,0.611,0.000772
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1600,0.165,3.952,4.096,60.098,0.340007,0.687,0.000626
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1650,0.17,4.2,,,,0.611,0.000495
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1700,0.175,4.08,,,,0.611,0.000379
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1750,0.18,4.276,,,,0.612,0.00028
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1800,0.186,4.206,4.059,57.941,0.343905,0.613,0.000198
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1850,0.191,4.01,,,,0.611,0.000133
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1900,0.196,4.058,,,,0.611,8.69e-05
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,1950,0.201,4.091,,,,0.611,5.9e-05
newton-muon-stable,2980785_0,gpt_nmstab_2980786_0_lr0p005_ridge0p5_clip3,lr0p005_ridge0p5_clip3,0.005,0.5,3.0,2000,0.206,4.166,4.05,57.423,0.344421,0.611,5e-05
